Area_sqft,Bedrooms,Bathrooms,House_Age,Location,Price
3278,1,1,28,Prime,25186661.0
1392,1,2,2,Prime,16762516.0
823,4,3,11,Suburban,8735776.0
1719,1,1,19,Prime,16628361.0
3798,2,2,7,Suburban,21659835.0
699,4,3,12,Suburban,8107430.0
1718,4,5,10,Urban,16923491.0
2324,1,1,3,Prime,22318949.0
2577,5,6,24,Suburban,19283975.0
730,5,4,13,Urban,12973328.0
1525,3,4,7,Suburban,13498746.0
1575,4,4,26,Urban,16671999.0
1695,4,3,24,Urban,15338022.0
874,4,5,29,Prime,15689597.0
1562,1,1,13,Urban,12002652.0
2038,1,1,18,Urban,15475539.0
538,5,4,29,Urban,11551680.0
1757,4,4,12,Urban,17941987.0
2453,2,2,4,Urban,18016048.0
1654,4,3,28,Suburban,11252715.0
2224,1,2,2,Prime,19947452.0
1824,3,3,4,Urban,16352690.0
2788,3,4,14,Suburban,19800892.0
2538,2,3,15,Urban,19694122.0
1860,1,2,19,Urban,14993571.0
2942,1,2,30,Suburban,14791768.0
3925,2,2,23,Urban,25513504.0
818,5,4,28,Urban,12602117.0
3014,2,2,8,Urban,21472355.0
3583,2,3,12,Urban,23784294.0
3127,5,5,15,Suburban,21960423.0
2464,4,4,0,Urban,23491166.0
1530,5,4,24,Prime,19403245.0
3257,2,3,7,Prime,27385650.0
3722,3,3,23,Urban,25047131.0
3697,1,1,27,Suburban,20303988.0
3166,4,4,7,Urban,24295397.0
1009,1,1,11,Suburban,7889964.0
2980,2,2,15,Urban,20933114.0
1568,5,6,15,Urban,16958562.0
669,3,3,23,Suburban,5743094.0
3781,2,2,9,Urban,25199930.0
2361,5,4,25,Prime,23318540.0
971,5,6,8,Suburban,10394554.0
596,1,2,19,Suburban,4327760.0
1869,5,4,6,Urban,16922610.0
1081,3,3,10,Prime,16371953.0
695,5,4,28,Suburban,9297506.0
2919,1,1,28,Suburban,17432820.0
1149,3,4,29,Urban,12310222.0
1832,1,1,14,Urban,14758772.0
